date, Time, Sec since start, Connected, Data changed, AttitudeActual.Pitch, AttitudeActual.Roll, AttitudeActual.Yaw
2011-10-22, 23:03:25.573, 0.112, 1, 0, -0.601045, -2.60342, -113.919
2011-10-22, 23:03:25.683, 0.222, 1, 0, -0.601045, -2.60342, -113.919
2011-10-22, 23:03:25.780, 0.319, 1, 1, 1.02652, 4.20486, -107.819
2011-10-22, 23:03:25.880, 0.419, 1, 0, 1.02652, 4.20486, -107.819
2011-10-22, 23:03:25.982, 0.521, 1, 1, 1.03831, 4.20496, -107.723
2011-10-22, 23:03:26.75, 0.614, 1, 1, 1.03309, 4.21473, -107.634
2011-10-22, 23:03:26.182, 0.721, 1, 1, 1.04652, 4.22484, -107.459
2011-10-22, 23:03:26.285, 0.824, 1, 0, 1.04652, 4.22484, -107.459
2011-10-22, 23:03:26.383, 0.922, 1, 1, 1.04481, 4.21412, -107.278
2011-10-22, 23:03:26.484, 1.023, 1, 0, 1.04481, 4.21412, -107.278
2011-10-22, 23:03:26.575, 1.114, 1, 1, 1.0525, 4.21233, -107.101
2011-10-22, 23:03:26.674, 1.213, 1, 0, 1.0525, 4.21233, -107.101
2011-10-22, 23:03:26.775, 1.314, 1, 1, 1.06486, 4.20138, -106.913
2011-10-22, 23:03:26.885, 1.424, 1, 0, 1.06486, 4.20138, -106.913
2011-10-22, 23:03:26.978, 1.517, 1, 1, 1.06257, 4.19665, -106.718
2011-10-22, 23:03:27.74, 1.613, 1, 0, 1.06257, 4.19665, -106.718
2011-10-22, 23:03:27.174, 1.713, 1, 0, 1.06257, 4.19665, -106.718
2011-10-22, 23:03:27.277, 1.816, 1, 1, 1.05452, 4.18464, -106.533
2011-10-22, 23:03:27.374, 1.913, 1, 1, 1.05067, 4.17161, -106.44
2011-10-22, 23:03:27.479, 2.018, 1, 1, 1.04661, 4.15462, -106.239
2011-10-22, 23:03:27.575, 2.114, 1, 0, 1.04661, 4.15462, -106.239
2011-10-22, 23:03:27.674, 2.213, 1, 1, 1.05054, 4.1442, -106.176
2011-10-22, 23:03:27.778, 2.317, 1, 1, 1.04899, 4.1592, -106.001
2011-10-22, 23:03:27.873, 2.412, 1, 0, 1.04899, 4.1592, -106.001
2011-10-22, 23:03:27.980, 2.519, 1, 1, 1.03577, 4.15206, -105.824
2011-10-22, 23:03:28.75, 2.614, 1, 1, 1.03269, 4.15512, -105.739
2011-10-22, 23:03:28.216, 2.755, 1, 1, 1.039, 4.16055, -105.651
2011-10-22, 23:03:28.285, 2.824, 1, 1, 1.03408, 4.16906, -105.562
2011-10-22, 23:03:28.377, 2.916, 1, 0, 1.03408, 4.16906, -105.562
2011-10-22, 23:03:28.507, 3.046, 1, 1, 1.04881, 4.16498, -105.389
2011-10-22, 23:03:28.578, 3.117, 1, 0, 1.04881, 4.16498, -105.389
2011-10-22, 23:03:28.679, 3.218, 1, 1, 1.05083, 4.15778, -105.302
2011-10-22, 23:03:28.781, 3.32, 1, 1, 1.04673, 4.15773, -105.132
2011-10-22, 23:03:28.875, 3.414, 1, 0, 1.04673, 4.15773, -105.132
2011-10-22, 23:03:29.13, 3.552, 1, 1, 1.04657, 4.17601, -104.964
2011-10-22, 23:03:29.79, 3.618, 1, 0, 1.04657, 4.17601, -104.964
2011-10-22, 23:03:29.183, 3.722, 1, 1, 1.04229, 4.18645, -104.793
2011-10-22, 23:03:29.281, 3.82, 1, 0, 1.04229, 4.18645, -104.793
2011-10-22, 23:03:29.376, 3.915, 1, 1, 1.02989, 4.1606, -104.538
2011-10-22, 23:03:29.481, 4.02, 1, 0, 1.02989, 4.1606, -104.538
2011-10-22, 23:03:29.582, 4.121, 1, 1, 1.02989, 4.1606, -104.538
2011-10-22, 23:03:29.679, 4.218, 1, 1, 1.02831, 4.17356, -104.453
2011-10-22, 23:03:29.779, 4.318, 1, 1, 1.03283, 4.17474, -104.364
2011-10-22, 23:03:29.878, 4.417, 1, 0, 1.03283, 4.17474, -104.364
2011-10-22, 23:03:29.978, 4.517, 1, 1, 1.03071, 4.1304, -104.099
2011-10-22, 23:03:30.76, 4.615, 1, 0, 1.03071, 4.1304, -104.099
2011-10-22, 23:03:30.175, 4.714, 1, 0, 1.03071, 4.1304, -104.099
2011-10-22, 23:03:30.279, 4.818, 1, 1, 1.04396, 4.10766, -103.831
2011-10-22, 23:03:30.384, 4.923, 1, 1, 1.04961, 4.10686, -103.746
2011-10-22, 23:03:30.485, 5.024, 1, 1, 1.03649, 4.11151, -103.654
2011-10-22, 23:03:30.583, 5.122, 1, 1, 1.06077, 4.11445, -103.561
2011-10-22, 23:03:30.676, 5.215, 1, 0, 1.06077, 4.11445, -103.561
2011-10-22, 23:03:30.777, 5.316, 1, 1, 1.0528, 4.11425, -103.476
2011-10-22, 23:03:30.876, 5.415, 1, 1, 1.07196, 4.11353, -103.395
2011-10-22, 23:03:30.978, 5.517, 1, 1, 1.07785, 4.11261, -103.219
2011-10-22, 23:03:31.76, 5.615, 1, 1, 1.07831, 4.10737, -103.133
2011-10-22, 23:03:31.184, 5.723, 1, 1, 1.09267, 4.11606, -103.047
2011-10-22, 23:03:31.276, 5.815, 1, 0, 1.09267, 4.11606, -103.047
2011-10-22, 23:03:31.376, 5.915, 1, 1, 1.09085, 4.11783, -102.961
2011-10-22, 23:03:31.483, 6.022, 1, 1, 1.09453, 4.12034, -102.773
2011-10-22, 23:03:31.581, 6.12, 1, 1, 1.12777, 4.11824, -102.688
2011-10-22, 23:03:31.676, 6.215, 1, 1, 1.08607, 4.12277, -102.602
2011-10-22, 23:03:31.777, 6.316, 1, 0, 1.08607, 4.12277, -102.602
2011-10-22, 23:03:31.886, 6.425, 1, 1, 1.11647, 4.1236, -102.513
2011-10-22, 23:03:31.980, 6.519, 1, 0, 1.11647, 4.1236, -102.513
2011-10-22, 23:03:32.86, 6.625, 1, 1, 1.10477, 4.10689, -102.25
2011-10-22, 23:03:32.177, 6.716, 1, 1, 1.10826, 4.11388, -102.163
2011-10-22, 23:03:32.284, 6.823, 1, 1, 1.12533, 4.11493, -102.081
2011-10-22, 23:03:32.381, 6.92, 1, 1, 1.09776, 4.12472, -101.99
2011-10-22, 23:03:32.482, 7.021, 1, 0, 1.09776, 4.12472, -101.99
2011-10-22, 23:03:32.579, 7.118, 1, 1, 1.11151, 4.12303, -101.815
2011-10-22, 23:03:32.682, 7.221, 1, 0, 1.11151, 4.12303, -101.815
2011-10-22, 23:03:32.780, 7.319, 1, 1, 1.12579, 4.11251, -101.631
2011-10-22, 23:03:32.884, 7.423, 1, 0, 1.12579, 4.11251, -101.631
2011-10-22, 23:03:32.982, 7.521, 1, 1, 1.1165, 4.11193, -101.456
2011-10-22, 23:03:33.79, 7.618, 1, 1, 1.12715, 4.11498, -101.361
2011-10-22, 23:03:33.180, 7.719, 1, 0, 1.12715, 4.11498, -101.361
2011-10-22, 23:03:33.281, 7.82, 1, 1, 1.11485, 4.11295, -101.274
2011-10-22, 23:03:33.380, 7.919, 1, 1, 1.11091, 4.11919, -101.092
2011-10-22, 23:03:33.481, 8.02, 1, 0, 1.11091, 4.11919, -101.092
2011-10-22, 23:03:33.579, 8.118, 1, 1, 1.11949, 4.1183, -100.919
2011-10-22, 23:03:33.683, 8.222, 1, 0, 1.11949, 4.1183, -100.919
2011-10-22, 23:03:33.782, 8.321, 1, 1, 1.10901, 4.09996, -100.734
2011-10-22, 23:03:33.882, 8.421, 1, 1, 1.15245, 4.08355, -100.648
2011-10-22, 23:03:33.980, 8.519, 1, 1, 1.10632, 4.09134, -100.561
2011-10-22, 23:03:34.80, 8.619, 1, 1, 1.11812, 4.09411, -100.47
2011-10-22, 23:03:34.178, 8.717, 1, 1, 1.12572, 4.09809, -100.384
2011-10-22, 23:03:34.280, 8.819, 1, 0, 1.12572, 4.09809, -100.384
2011-10-22, 23:03:34.378, 8.917, 1, 1, 1.11326, 4.0973, -100.208
2011-10-22, 23:03:34.509, 9.048, 1, 1, 1.12152, 4.09142, -100.116
2011-10-22, 23:03:34.583, 9.122, 1, 0, 1.12152, 4.09142, -100.116
2011-10-22, 23:03:34.684, 9.223, 1, 0, 1.12152, 4.09142, -100.116
2011-10-22, 23:03:34.781, 9.32, 1, 1, 1.1309, 4.07815, -99.9326
2011-10-22, 23:03:34.878, 9.417, 1, 1, 1.11095, 4.0812, -99.8397
2011-10-22, 23:03:34.986, 9.525, 1, 1, 1.11501, 4.04706, -99.6618
2011-10-22, 23:03:35.79, 9.618, 1, 0, 1.11501, 4.04706, -99.6618
2011-10-22, 23:03:35.184, 9.723, 1, 1, 1.11468, 4.04153, -99.5706
2011-10-22, 23:03:35.277, 9.816, 1, 1, 1.08802, 4.06336, -99.4878
2011-10-22, 23:03:35.378, 9.917, 1, 1, 1.07985, 4.13431, -99.316
2011-10-22, 23:03:35.496, 10.035, 1, 0, 1.07985, 4.13431, -99.316
2011-10-22, 23:03:35.585, 10.124, 1, 1, 0.840583, 5.59316, -100.618
2011-10-22, 23:03:35.679, 10.218, 1, 0, 0.840583, 5.59316, -100.618
2011-10-22, 23:03:35.779, 10.318, 1, 1, 0.862546, 5.53317, -100.505
2011-10-22, 23:03:35.880, 10.419, 1, 1, 0.837703, 5.46968, -100.323
2011-10-22, 23:03:35.983, 10.522, 1, 1, 0.830106, 5.44624, -100.239
2011-10-22, 23:03:36.83, 10.622, 1, 1, 0.836605, 5.43377, -100.138
2011-10-22, 23:03:36.186, 10.725, 1, 1, 0.828325, 5.41682, -100.048
2011-10-22, 23:03:36.283, 10.822, 1, 0, 0.828325, 5.41682, -100.048
2011-10-22, 23:03:36.382, 10.921, 1, 1, 0.80456, 5.41149, -99.8742
2011-10-22, 23:03:36.500, 11.039, 1, 1, 0.78701, 5.38573, -99.7845
2011-10-22, 23:03:36.589, 11.128, 1, 1, 0.790474, 5.38556, -99.6812
2011-10-22, 23:03:36.692, 11.231, 1, 1, 0.783335, 5.37759, -99.6335
2011-10-22, 23:03:36.786, 11.325, 1, 1, 0.777681, 5.35294, -99.5312
2011-10-22, 23:03:36.881, 11.42, 1, 1, 0.779345, 5.35446, -99.4456
2011-10-22, 23:03:36.982, 11.521, 1, 1, 0.774794, 5.32164, -99.3467
2011-10-22, 23:03:37.81, 11.62, 1, 1, 0.842325, 4.73054, -98.6472
2011-10-22, 23:03:37.183, 11.722, 1, 1, 0.872766, 4.05981, -97.541
2011-10-22, 23:03:37.280, 11.819, 1, 0, 0.872766, 4.05981, -97.541
2011-10-22, 23:03:37.380, 11.919, 1, 1, 0.856309, 4.04855, -97.5816
2011-10-22, 23:03:37.504, 12.043, 1, 0, 0.856309, 4.04855, -97.5816
2011-10-22, 23:03:37.583, 12.122, 1, 1, 0.87537, 4.03789, -97.327
2011-10-22, 23:03:37.681, 12.22, 1, 0, 0.87537, 4.03789, -97.327
2011-10-22, 23:03:37.784, 12.323, 1, 1, 0.887, 4.04683, -97.1552
2011-10-22, 23:03:37.883, 12.422, 1, 0, 0.887, 4.04683, -97.1552
2011-10-22, 23:03:37.982, 12.521, 1, 1, 0.889433, 4.0343, -97.0745
2011-10-22, 23:03:38.82, 12.621, 1, 1, 0.897411, 4.0262, -96.9083
2011-10-22, 23:03:38.179, 12.718, 1, 1, 0.901927, 4.03377, -96.8211
2011-10-22, 23:03:38.280, 12.819, 1, 1, 0.899571, 4.03474, -96.733
2011-10-22, 23:03:38.381, 12.92, 1, 1, 0.899516, 4.03431, -96.6408
2011-10-22, 23:03:38.490, 13.029, 1, 0, 0.899516, 4.03431, -96.6408
2011-10-22, 23:03:38.585, 13.124, 1, 1, 0.910208, 4.03091, -96.4644
2011-10-22, 23:03:38.683, 13.222, 1, 0, 0.910208, 4.03091, -96.4644
2011-10-22, 23:03:38.785, 13.324, 1, 1, 0.908987, 4.04228, -96.3773
2011-10-22, 23:03:38.891, 13.43, 1, 1, 0.906149, 4.04528, -96.2904
2011-10-22, 23:03:38.985, 13.524, 1, 1, 0.904661, 4.04495, -96.1184
2011-10-22, 23:03:39.81, 13.62, 1, 0, 0.904661, 4.04495, -96.1184
2011-10-22, 23:03:39.182, 13.721, 1, 1, 0.896185, 4.05348, -95.9485
2011-10-22, 23:03:39.280, 13.819, 1, 0, 0.896185, 4.05348, -95.9485
2011-10-22, 23:03:39.382, 13.921, 1, 1, 0.892424, 4.0603, -95.8598
2011-10-22, 23:03:39.484, 14.023, 1, 1, 0.891408, 4.05929, -95.7721
2011-10-22, 23:03:39.582, 14.121, 1, 1, 0.877739, 4.05854, -95.5917
2011-10-22, 23:03:39.681, 14.22, 1, 0, 0.877739, 4.05854, -95.5917
2011-10-22, 23:03:39.781, 14.32, 1, 1, 0.934142, 4.02305, -95.4124
2011-10-22, 23:03:39.881, 14.42, 1, 0, 0.934142, 4.02305, -95.4124
2011-10-22, 23:03:40.10, 14.549, 1, 1, 0.933488, 3.95142, -95.1544
2011-10-22, 23:03:40.81, 14.62, 1, 0, 0.933488, 3.95142, -95.1544
2011-10-22, 23:03:40.182, 14.721, 1, 1, 0.786905, 3.84087, -95.0546
2011-10-22, 23:03:40.281, 14.82, 1, 1, 0.879502, 3.85847, -94.9684
2011-10-22, 23:03:40.381, 14.92, 1, 1, 0.827524, 3.8292, -94.8769
2011-10-22, 23:03:40.485, 15.024, 1, 1, 0.923245, 3.89702, -94.7927
2011-10-22, 23:03:40.584, 15.123, 1, 1, 0.918893, 3.96238, -94.7118
2011-10-22, 23:03:40.683, 15.222, 1, 0, 0.918893, 3.96238, -94.7118
2011-10-22, 23:03:40.782, 15.321, 1, 1, 0.999925, 4.01892, -94.546
2011-10-22, 23:03:40.881, 15.42, 1, 1, 0.989671, 4.01948, -94.4602
2011-10-22, 23:03:40.984, 15.523, 1, 1, 0.974653, 4.00619, -94.3734
2011-10-22, 23:03:41.90, 15.629, 1, 1, 0.925662, 3.99456, -94.2961
2011-10-22, 23:03:41.182, 15.721, 1, 1, 0.926165, 3.95917, -94.2115
2011-10-22, 23:03:41.283, 15.822, 1, 1, 0.896895, 3.93579, -94.1279
2011-10-22, 23:03:41.382, 15.921, 1, 1, 0.872143, 3.92899, -94.0445
2011-10-22, 23:03:41.488, 16.027, 1, 1, 0.923867, 3.92744, -93.8659
2011-10-22, 23:03:41.583, 16.122, 1, 0, 0.923867, 3.92744, -93.8659
2011-10-22, 23:03:41.687, 16.226, 1, 1, 0.938274, 3.95205, -93.7792
2011-10-22, 23:03:41.783, 16.322, 1, 1, 0.915437, 3.93957, -93.6879
2011-10-22, 23:03:41.883, 16.422, 1, 0, 0.915437, 3.93957, -93.6879
2011-10-22, 23:03:41.984, 16.523, 1, 1, 0.998101, 3.96832, -93.4111
2011-10-22, 23:03:42.81, 16.62, 1, 0, 0.998101, 3.96832, -93.4111
2011-10-22, 23:03:42.182, 16.721, 1, 1, 1.00277, 3.96966, -93.3191
2011-10-22, 23:03:42.283, 16.822, 1, 1, 1.00047, 3.96395, -93.2327
2011-10-22, 23:03:42.382, 16.921, 1, 1, 1.01902, 3.96546, -93.1383
2011-10-22, 23:03:42.500, 17.039, 1, 1, 1.04882, 3.96366, -93.0325
2011-10-22, 23:03:42.582, 17.121, 1, 0, 1.04882, 3.96366, -93.0325
2011-10-22, 23:03:42.685, 17.224, 1, 1, 0.942616, 3.95264, -92.8578
2011-10-22, 23:03:42.795, 17.334, 1, 1, 0.959254, 3.95057, -92.6867
2011-10-22, 23:03:42.884, 17.423, 1, 0, 0.959254, 3.95057, -92.6867
2011-10-22, 23:03:42.984, 17.523, 1, 1, 1.01881, 3.91226, -92.5943
2011-10-22, 23:03:43.84, 17.623, 1, 1, 1.05996, 3.91177, -92.5086
2011-10-22, 23:03:43.193, 17.732, 1, 1, 1.07575, 3.94426, -92.4286
2011-10-22, 23:03:43.283, 17.822, 1, 0, 1.07575, 3.94426, -92.4286
2011-10-22, 23:03:43.383, 17.922, 1, 0, 1.07575, 3.94426, -92.4286
2011-10-22, 23:03:43.486, 18.025, 1, 1, 1.04976, 3.91603, -92.1903
2011-10-22, 23:03:43.582, 18.121, 1, 1, 1.02421, 3.88657, -92.0997
2011-10-22, 23:03:43.682, 18.221, 1, 0, 1.02421, 3.88657, -92.0997
2011-10-22, 23:03:43.783, 18.322, 1, 1, 1.08558, 3.87689, -91.9068
2011-10-22, 23:03:43.883, 18.422, 1, 0, 1.08558, 3.87689, -91.9068
2011-10-22, 23:03:43.985, 18.524, 1, 1, 1.01203, 3.89003, -91.738
2011-10-22, 23:03:44.85, 18.624, 1, 1, 0.943431, 3.85896, -91.6405
2011-10-22, 23:03:44.183, 18.722, 1, 1, 0.991293, 3.86224, -91.5556
2011-10-22, 23:03:44.284, 18.823, 1, 1, 0.980839, 3.87283, -91.468
2011-10-22, 23:03:44.383, 18.922, 1, 0, 0.980839, 3.87283, -91.468
2011-10-22, 23:03:44.486, 19.025, 1, 1, 0.985749, 3.87871, -91.3848
2011-10-22, 23:03:44.583, 19.122, 1, 1, 1.00947, 3.88288, -91.2085
2011-10-22, 23:03:44.686, 19.225, 1, 0, 1.00947, 3.88288, -91.2085
2011-10-22, 23:03:44.788, 19.327, 1, 1, 1.03734, 3.89464, -91.0389
2011-10-22, 23:03:44.887, 19.426, 1, 1, 1.11538, 3.89098, -90.9388
2011-10-22, 23:03:44.986, 19.525, 1, 0, 1.11538, 3.89098, -90.9388
2011-10-22, 23:03:45.85, 19.624, 1, 1, 0.988504, 3.84063, -90.7714
2011-10-22, 23:03:45.184, 19.723, 1, 0, 0.988504, 3.84063, -90.7714
2011-10-22, 23:03:45.286, 19.825, 1, 1, 1.0681, 3.94081, -90.5904
2011-10-22, 23:03:45.383, 19.922, 1, 1, 1.10023, 3.96346, -90.5027
2011-10-22, 23:03:45.489, 20.028, 1, 1, 1.07271, 3.97282, -90.4126
2011-10-22, 23:03:45.585, 20.124, 1, 1, 1.00407, 3.92871, -90.324
2011-10-22, 23:03:45.684, 20.223, 1, 1, 1.04323, 3.98961, -90.2393
2011-10-22, 23:03:45.787, 20.326, 1, 1, 1.11688, 4.02846, -90.1485
2011-10-22, 23:03:45.885, 20.424, 1, 1, 1.05642, 4.00032, -90.0618
2011-10-22, 23:03:46.21, 20.56, 1, 1, 1.13946, 4.01675, -89.9776
2011-10-22, 23:03:46.97, 20.636, 1, 1, 1.07314, 4.02535, -89.8913
2011-10-22, 23:03:46.188, 20.727, 1, 1, 1.13929, 4.06311, -89.8036
2011-10-22, 23:03:46.286, 20.825, 1, 1, 1.17427, 4.15333, -89.7369
2011-10-22, 23:03:46.384, 20.923, 1, 1, 2.00276, 4.52666, -89.6398
2011-10-22, 23:03:46.488, 21.027, 1, 1, 1.74832, 4.52645, -89.6876
2011-10-22, 23:03:46.587, 21.126, 1, 1, 1.41562, 4.568, -89.6114
2011-10-22, 23:03:46.690, 21.229, 1, 0, 1.41562, 4.568, -89.6114
2011-10-22, 23:03:46.787, 21.326, 1, 1, 3.84377, 5.20908, -89.8375
2011-10-22, 23:03:46.890, 21.429, 1, 0, 3.84377, 5.20908, -89.8375
2011-10-22, 23:03:47.148, 21.687, 1, 1, 2.00761, 3.82874, -90.9834
2011-10-22, 23:03:47.182, 21.721, 1, 1, 1.19897, 3.45008, -90.7351
2011-10-22, 23:03:47.284, 21.823, 1, 1, 1.21417, 3.62142, -90.2428
2011-10-22, 23:03:47.385, 21.924, 1, 1, 1.26826, 3.8228, -90.1479
2011-10-22, 23:03:47.489, 22.028, 1, 0, 1.26826, 3.8228, -90.1479
2011-10-22, 23:03:47.600, 22.139, 1, 1, 1.25091, 3.88608, -89.9834
2011-10-22, 23:03:47.687, 22.226, 1, 1, 1.24493, 3.92531, -89.9118
2011-10-22, 23:03:47.789, 22.328, 1, 1, 1.21139, 3.99914, -89.8438
2011-10-22, 23:03:47.888, 22.427, 1, 0, 1.21139, 3.99914, -89.8438
2011-10-22, 23:03:47.988, 22.527, 1, 1, 1.23926, 4.04684, -89.6697
2011-10-22, 23:03:48.87, 22.626, 1, 1, 1.24143, 4.04761, -89.5855
2011-10-22, 23:03:48.193, 22.732, 1, 1, 1.2469, 4.05055, -89.4969
2011-10-22, 23:03:48.288, 22.827, 1, 1, 1.25555, 4.05036, -89.4066
2011-10-22, 23:03:48.393, 22.932, 1, 1, 1.25995, 4.03661, -89.316
2011-10-22, 23:03:48.490, 23.029, 1, 0, 1.25995, 4.03661, -89.316
2011-10-22, 23:03:48.586, 23.125, 1, 1, 1.25099, 4.04202, -89.2307
2011-10-22, 23:03:48.688, 23.227, 1, 1, 1.25705, 4.0533, -89.1561
2011-10-22, 23:03:48.794, 23.333, 1, 1, 1.19478, 4.13919, -89.0495
2011-10-22, 23:03:48.892, 23.431, 1, 1, 1.15241, 4.12214, -88.957
2011-10-22, 23:03:48.990, 23.529, 1, 0, 1.15241, 4.12214, -88.957
2011-10-22, 23:03:49.86, 23.625, 1, 1, 1.18697, 4.10072, -88.7817
2011-10-22, 23:03:49.188, 23.727, 1, 0, 1.18697, 4.10072, -88.7817
2011-10-22, 23:03:49.288, 23.827, 1, 1, 1.19226, 4.08428, -88.689
2011-10-22, 23:03:49.386, 23.925, 1, 1, 1.20633, 4.08476, -88.6
2011-10-22, 23:03:49.503, 24.042, 1, 1, 1.21263, 4.05161, -88.4203
2011-10-22, 23:03:49.587, 24.126, 1, 1, 1.20167, 4.00264, -88.3542
2011-10-22, 23:03:49.686, 24.225, 1, 1, 1.34707, 4.10326, -88.2007
2011-10-22, 23:03:49.795, 24.334, 1, 1, -3.1074, 1.27321, -88.0958
2011-10-22, 23:03:49.887, 24.426, 1, 1, 2.23103, 0.284906, -88.0152
2011-10-22, 23:03:49.989, 24.528, 1, 1, 2.70431, -2.02834, -88.206
2011-10-22, 23:03:50.88, 24.627, 1, 1, 0.594809, -0.502537, -88.6439
2011-10-22, 23:03:50.186, 24.725, 1, 1, 0.550829, 0.11258, -89.5268
2011-10-22, 23:03:50.287, 24.826, 1, 0, 0.550829, 0.11258, -89.5268
2011-10-22, 23:03:50.387, 24.926, 1, 1, 0.489024, 0.131936, -89.6298
2011-10-22, 23:03:50.512, 25.051, 1, 1, 0.449509, -0.128364, -89.955
2011-10-22, 23:03:50.587, 25.126, 1, 1, 0.393527, -0.206688, -90.1221
2011-10-22, 23:03:50.690, 25.229, 1, 1, 0.000685604, -0.107926, -90.2843
2011-10-22, 23:03:50.790, 25.329, 1, 0, 0.000685604, -0.107926, -90.2843
2011-10-22, 23:03:50.888, 25.427, 1, 1, -0.995691, -0.328533, -90.2381
2011-10-22, 23:03:50.993, 25.532, 1, 1, 1.94468, -0.193453, -91.4292
2011-10-22, 23:03:51.87, 25.626, 1, 1, 2.57639, 0.739829, -92.0377
2011-10-22, 23:03:51.187, 25.726, 1, 1, -0.345285, -0.205424, -92.7718
2011-10-22, 23:03:51.286, 25.825, 1, 1, -3.73811, -2.09954, -92.6071
2011-10-22, 23:03:51.387, 25.926, 1, 1, -5.207, -2.93874, -92.45
2011-10-22, 23:03:51.494, 26.033, 1, 1, -4.49112, -1.8864, -92.9247
2011-10-22, 23:03:51.588, 26.127, 1, 1, -2.23034, -0.145113, -93.6521
2011-10-22, 23:03:51.688, 26.227, 1, 0, -2.23034, -0.145113, -93.6521
2011-10-22, 23:03:51.790, 26.329, 1, 1, -1.02447, -1.21141, -93.4689
2011-10-22, 23:03:51.889, 26.428, 1, 1, -1.07469, -1.34758, -93.573
2011-10-22, 23:03:51.990, 26.529, 1, 1, -0.854175, -1.37883, -93.7641
2011-10-22, 23:03:52.89, 26.628, 1, 1, -0.736914, -1.42281, -93.9077
2011-10-22, 23:03:52.191, 26.73, 1, 1, -0.59299, -1.44912, -94.04
2011-10-22, 23:03:52.290, 26.829, 1, 1, -0.43835, -1.50239, -94.199
2011-10-22, 23:03:52.398, 26.937, 1, 1, -0.481781, -1.54791, -94.3503
2011-10-22, 23:03:52.517, 27.056, 1, 1, -0.45742, -1.61825, -94.5765
2011-10-22, 23:03:52.590, 27.129, 1, 1, -0.462478, -1.62834, -94.6543
2011-10-22, 23:03:52.691, 27.23, 1, 1, -0.334667, -1.69694, -94.8002
2011-10-22, 23:03:52.795, 27.334, 1, 1, -0.269024, -1.64517, -94.9735
2011-10-22, 23:03:52.890, 27.429, 1, 1, -0.189788, -1.71175, -95.118
2011-10-22, 23:03:52.992, 27.531, 1, 1, -0.118332, -1.80067, -95.2556
2011-10-22, 23:03:53.110, 27.649, 1, 1, -0.0953404, -1.83974, -95.4004
2011-10-22, 23:03:53.190, 27.729, 1, 1, -0.110921, -1.84286, -95.556
2011-10-22, 23:03:53.289, 27.828, 1, 1, -0.0955406, -1.89556, -95.7022
2011-10-22, 23:03:53.390, 27.929, 1, 1, -0.0555386, -1.81119, -95.8865
2011-10-22, 23:03:53.520, 28.059, 1, 1, 0.13384, -2.0099, -96.158
2011-10-22, 23:03:53.593, 28.132, 1, 1, 0.13384, -2.0099, -96.158
2011-10-22, 23:03:53.692, 28.231, 1, 1, 0.244482, -2.03715, -96.3102
2011-10-22, 23:03:53.792, 28.331, 1, 1, 0.38675, -2.07121, -96.4703
2011-10-22, 23:03:53.894, 28.433, 1, 1, 0.632589, -2.15607, -96.6268
2011-10-22, 23:03:53.991, 28.53, 1, 1, 0.675975, -2.28717, -96.7706
2011-10-22, 23:03:54.88, 28.627, 1, 0, 0.675975, -2.28717, -96.7706
2011-10-22, 23:03:54.208, 28.747, 1, 1, 0.627127, -2.37179, -97.0646
2011-10-22, 23:03:54.337, 28.876, 1, 1, 0.588757, -2.48087, -97.2305
2011-10-22, 23:03:54.502, 29.041, 1, 1, 0.455071, -2.59427, -97.3692
2011-10-22, 23:03:54.661, 29.2, 1, 1, 0.307779, -2.90445, -97.6351
2011-10-22, 23:03:54.712, 29.251, 1, 0, 0.307779, -2.90445, -97.6351
2011-10-22, 23:03:54.796, 29.335, 1, 1, 0.229505, -3.39698, -97.8811
2011-10-22, 23:03:54.892, 29.431, 1, 0, 0.229505, -3.39698, -97.8811
2011-10-22, 23:03:54.990, 29.529, 1, 1, 0.578357, -3.50443, -98.226
2011-10-22, 23:03:55.94, 29.633, 1, 1, 0.500573, -3.85784, -98.2913
2011-10-22, 23:03:55.187, 29.726, 1, 1, 0.0702927, -3.9593, -98.4554
2011-10-22, 23:03:55.287, 29.826, 1, 0, 0.0702927, -3.9593, -98.4554
2011-10-22, 23:03:55.389, 29.928, 1, 1, 0.0492163, -3.57231, -98.7956
2011-10-22, 23:03:55.492, 30.031, 1, 1, -0.0712565, -3.44548, -98.9506
2011-10-22, 23:03:55.588, 30.127, 1, 1, -0.124494, -3.07585, -99.1675
2011-10-22, 23:03:55.697, 30.236, 1, 1, -0.192492, -2.7905, -99.3449
2011-10-22, 23:03:55.794, 30.333, 1, 1, -0.205347, -2.80084, -99.4597
2011-10-22, 23:03:55.897, 30.436, 1, 1, -0.0836351, -2.72633, -99.6122
2011-10-22, 23:03:55.990, 30.529, 1, 1, 0.0906195, -2.76883, -99.7491
2011-10-22, 23:03:56.97, 30.636, 1, 1, 0.2451, -2.75985, -99.9173
2011-10-22, 23:03:56.196, 30.735, 1, 1, 0.207299, -2.81584, -100.094
2011-10-22, 23:03:56.299, 30.838, 1, 1, 0.270977, -2.76935, -100.23
2011-10-22, 23:03:56.393, 30.932, 1, 1, 0.409751, -3.00141, -100.333
2011-10-22, 23:03:56.493, 31.032, 1, 0, 0.409751, -3.00141, -100.333
2011-10-22, 23:03:56.592, 31.131, 1, 1, 0.335922, -3.05063, -100.595
2011-10-22, 23:03:56.689, 31.228, 1, 1, 0.326206, -3.11386, -100.722
2011-10-22, 23:03:56.794, 31.333, 1, 1, -0.0155712, -2.82717, -100.944
2011-10-22, 23:03:56.890, 31.429, 1, 1, 0.0097391, -2.90404, -101.106
